"country","year","gdp","pop","energy.emissions","lgdp","lpop","lenergy.emissions","const","L1.lenergy.emissions","L1.lgdp","L1.lpop"
"Austria",1969,137470070238.14,NA,NA,25.6466720593639,NA,NA,1,NA,NA,NA
"Austria",1970,146159749334.712,NA,8132.0522,25.7079660340086,NA,9.00356859381273,1,NA,25.6466720593639,NA
"Austria",1971,153635774723.2,7500482,10385.5258,25.7578505388952,15.8304778431082,9.2481683657459,1,9.00356859381273,25.7079660340086,NA
"Austria",1972,163173269957.102,7544201,10587.24051,25.8180784790343,15.8362897466308,9.26740482956905,1,9.2481683657459,25.7578505388952,15.8304778431082
"Austria",1973,171153153430.917,7586115,10833.88029,25.8658246267071,15.8418301606204,9.29043356668292,1,9.26740482956905,25.8180784790343,15.8362897466308
"Austria",1974,177900247172.082,7599038,9510.21455,25.904488821005,15.8435322182974,9.16012171574762,1,9.29043356668292,25.8658246267071,15.8418301606204
"Austria",1975,177253160456.394,7578903,9258.8556,25.9008448327012,15.84087902419,9.13333573468976,1,9.16012171574762,25.904488821005,15.8435322182974
"Austria",1976,185368599583.233,7565525,11903.43931,25.9456121099479,15.8391123013426,9.38458265498912,1,9.13333573468976,25.9008448327012,15.84087902419
"Austria",1977,194785288854.208,7568430,9617.37759,25.9951637060742,15.8394962062816,9.17132690670558,1,9.38458265498912,25.9456121099479,15.8391123013426
"Austria",1978,194374966805.269,7562305,10053.3329,25.9930549491031,15.8386865958648,9.21565949035033,1,9.17132690670558,25.9951637060742,15.8394962062816
"Austria",1979,204787050325.414,7549425,10421.5852,26.0452364972797,15.8369819593846,9.25163443425492,1,9.21565949035033,25.9930549491031,15.8386865958648
"Austria",1980,208332908241.25,7549433,9357.790693,26.0624031575706,15.8369830190674,9.14396450453785,1,9.25163443425492,26.0452364972797,15.8369819593846
"Austria",1981,208032295395.5,7568710,10453.9895,26.0609591709197,15.8395332013811,9.25473895487213,1,9.14396450453785,26.0624031575706,15.8369830190674
"Austria",1982,212216354005.19,7574140,9362.42348,26.0808721289841,15.8402503715614,9.14445945476137,1,9.25473895487213,26.0609591709197,15.8395332013811
"Austria",1983,218525732918.778,7561910,9350.236137,26.1101696153429,15.8386343617489,9.14315687725794,1,9.14445945476137,26.0808721289841,15.8402503715614
"Austria",1984,218637782550.416,7561434,10308.911057,26.1106822365024,15.8385714127079,9.24076395135522,1,9.14315687725794,26.1101696153429,15.8386343617489
"Austria",1985,224100837798.389,7564985,10516.218937,26.1353619562487,15.839040922387,9.26067400505108,1,9.24076395135522,26.1106822365024,15.8385714127079
"Austria",1986,229258278296.628,7569794,10135.627202,26.1581150577762,15.8396764123617,9.22381194172712,1,9.26067400505108,26.1353619562487,15.839040922387
"Austria",1987,232369698320.641,7574586,10616.030728,26.1715954675395,15.8403092544008,9.27012047050672,1,9.22381194172712,26.1581150577762,15.8396764123617
"Austria",1988,240028325237.241,7585317,9804.37887065,26.2040227751462,15.841724962904,9.19058438839847,1,9.27012047050672,26.1715954675395,15.8403092544008
"Austria",1989,249358405698.537,7619567,10826.44118672,26.2421570788117,15.8462301019013,9.28974667904088,1,9.19058438839847,26.2040227751462,15.841724962904
"Austria",1990,260194628169.57,7677850,14349.94549704,26.2846957578062,15.8538501180145,9.57150142306488,1,9.28974667904088,26.2421570788117,15.8462301019013
"Austria",1991,269149557913.925,7754891,15352.1978387,26.3185330394253,15.8638342990459,9.63901392444009,1,9.57150142306488,26.2846957578062,15.8538501180145
"Austria",1992,274784270415.639,7840709,12383.3930085,26.3392521555386,15.8748398219112,9.42411158045676,1,9.63901392444009,26.3185330394253,15.8638342990459
"Austria",1993,276231859963.627,7905633,12185.5289721,26.3445064223323,15.8830861013211,9.40800437686099,1,9.42411158045676,26.3392521555386,15.8748398219112
"Austria",1994,282867277308.386,7936118,13123.3934699,26.3682436398059,15.8869347967879,9.48215167767472,1,9.40800437686099,26.3445064223323,15.8830861013211
"Austria",1995,290414130050.787,7948278,14480.3648367,26.394573775913,15.8884658593949,9.58054886152699,1,9.48215167767472,26.3682436398059,15.8869347967879
"Austria",1996,297237508346.442,7959017,15909.87773947,26.4177973475685,15.8898160577324,9.67469543679382,1,9.58054886152699,26.394573775913,15.8884658593949
"Austria",1997,303460471006.619,7968041,16006.97237184,26.4385171951632,15.8909492238157,9.68077967954033,1,9.67469543679382,26.4177973475685,15.8898160577324
"Austria",1998,314328682652.371,7976789,14736.04942859,26.4737050354228,15.8920465074967,9.59805211276403,1,9.68077967954033,26.4385171951632,15.8909492238157
"Austria",1999,325507251810.694,7992324,14471.52310467,26.5086505773352,15.8939921390293,9.57993807356575,1,9.59805211276403,26.4737050354228,15.8920465074967
"Austria",2000,336495472200.435,8011566,13474.0005075,26.5418505303699,15.8963968055538,9.50851721918574,1,9.57993807356575,26.5086505773352,15.8939921390293
"Austria",2001,340759435782.358,8042293,15193.1537626,26.5544425983571,15.9002247994986,9.62860019501389,1,9.50851721918574,26.5418505303699,15.8963968055538
"Austria",2002,346387261608.152,8081957,14984.29540355,26.57082323931,15.9051446041412,9.6147579585285,1,9.62860019501389,26.5544425983571,15.9002247994986
